Employee ID;Date of Joining;Gender;Company Type;WFH Setup Available;Designation;Resource Allocation;Mental Fatigue Score;Salary
fffe32003800310031003800;39478;Female;Service;No;0.0;1.0;0.9;7000
fffe3400350036003000;39794;Female;Service;No;4.0;7.0;7.8;13000
fffe370035003700;39533;Female;Product;Yes;2.0;4.0;6.7;9000
fffe32003700350032003900;39541;Male;Product;Yes;1.0;3.0;4.0;8000
fffe3900380031003800;39734;Male;Service;No;1.0;4.0;6.2;8000
fffe3800350039003300;39768;Female;Service;Yes;2.0;4.0;6.4;12000
fffe31003300380034003600;39782;Female;Service;No;4.0;7.0;8.1;4000
fffe3600340038003400;39695;Male;Service;No;3.0;7.0;7.4;14000
fffe32003500390036003200;39582;Male;Service;No;3.0;5.0;4.2;9000
fffe3200350038003100;39638;Male;Service;No;3.0;6.0;7.8;7000
fffe32003600300034003500;39776;Female;Product;Yes;2.0;4.0;4.4;6000
fffe31003200340033003900;39670;Male;Product;No;4.0;8.0;8.3;8000
fffe33003000340036003100;39802;Female;Service;No;2.0;5.0;6.6;2000
fffe31003300380036003300;39701;Female;Product;Yes;3.0;7.0;6.4;6000
fffe32003400330034003700;39497;Male;Product;Yes;3.0;5.0;6.3;13000
fffe3700390035003400;39549;Female;Product;Yes;3.0;6.0;7.2;12000
fffe31003900310033003300;39493;Female;Service;No;3.0;5.0;6.6;6000
fffe33003000320037003000;39506;Male;Product;No;3.0;5.0;6.5;1000
fffe3500370037003100;39715;Female;Service;No;2.0;5.0;7.1;13000
fffe32003600300035003100;39659;Male;Product;No;3.0;6.0;7.1;12000
fffe33003200300030003300;39530;Male;Service;Yes;3.0;5.0;5.4;6000
fffe3900390031003600;39455;Female;Service;Yes;2.0;4.0;4.6;2000
fffe31003600380033003300;39598;Male;Product;Yes;3.0;6.0;5.1;8000
fffe32003000380033003200;39772;Female;Service;No;2.0;5.0;7.0;9000
fffe32003600340034003500;39756;Male;Service;No;2.0;4.0;7.1;14000
fffe33003000360031003200;39787;Female;Product;No;3.0;6.0;6.2;15000
fffe31003000370031003900;39574;Female;Service;Yes;2.0;4.0;6.4;14000
fffe32003800300033003600;39732;Female;Service;No;5.0;10.0;8.8;12000
fffe3600320030003900;39609;Male;Service;No;4.0;8.0;5.5;10000
fffe32003500360032003700;39531;Female;Service;Yes;3.0;6.0;6.8;15000
fffe3500390035003500;39513;Female;Product;Yes;4.0;9.0;7.5;13000
fffe32003800360031003000;39539;Female;Service;No;0.0;1.0;4.2;6000
fffe32003800390035003100;39750;Male;Product;No;3.0;7.0;8.4;3000
fffe33003300350036003200;39611;Female;Service;No;3.0;5.0;5.5;10000
fffe3100330031003000;39649;Female;Service;Yes;0.0;1.0;2.1;9000
fffe32003900350032003500;39536;Male;Service;Yes;2.0;3.0;2.1;12000
fffe33003100350038003500;39735;Female;Service;Yes;0.0;1.0;1.8;1000
fffe3700320039003100;39514;Male;Service;No;4.0;7.0;8.7;14000
fffe3100330034003500;39722;Male;Service;Yes;3.0;5.0;5.0;6000
fffe33003400370030003200;39779;Male;Product;Yes;4.0;9.0;9.1;3000
fffe33003200300039003200;39799;Female;Product;No;3.0;7.0;6.7;14000
fffe31003300350032003200;39759;Female;Service;Yes;0.0;1.0;1.5;11000
fffe3300370039003100;39651;Male;Product;Yes;2.0;4.0;6.3;11000
fffe32003900350035003200;39577;Female;Service;Yes;3.0;5.0;4.3;6000
fffe33003400350035003600;39634;Female;Product;Yes;2.0;5.0;6.2;11000
fffe31003300350034003300;39664;Male;Service;Yes;2.0;5.0;7.2;4000
fffe33003200320039003800;39526;Female;Product;No;2.0;5.0;6.0;4000
fffe32003400370034003900;39481;Female;Service;Yes;4.0;6.0;7.1;13000
fffe32003700330031003900;39568;Female;Product;No;1.0;4.0;6.2;1000
fffe3800380038003900;39655;Female;Product;Yes;1.0;3.0;3.7;1000
fffe31003300350038003800;39598;Female;Product;No;2.0;4.0;7.2;5000
fffe3700360030003600;39553;Female;Product;Yes;1.0;1.0;3.3;2000
fffe31003900300031003200;39620;Female;Product;No;1.0;2.0;4.5;1000
fffe31003300350034003000;39731;Female;Service;No;3.0;4.0;5.1;10000
fffe33003400310034003600;39464;Female;Service;Yes;2.0;5.0;6.0;9000
fffe3600330038003700;39548;Female;Service;No;2.0;5.0;8.0;4000
fffe31003900340031003300;39802;Female;Product;Yes;2.0;5.0;5.3;8000
fffe31003200380031003900;39745;Female;Product;No;4.0;7.0;6.7;7000
fffe33003200350035003000;39469;Female;Product;No;3.0;5.0;6.6;10000
fffe32003000320034003500;39586;Female;Service;Yes;4.0;8.0;7.7;1000
fffe31003200300036003500;39579;Female;Service;No;1.0;3.0;5.6;3000
fffe31003700310035003700;39642;Female;Product;Yes;1.0;1.0;2.0;13000
fffe3700360037003900;39550;Female;Service;Yes;1.0;2.0;5.1;4000
fffe32003300340039003300;39627;Female;Service;No;3.0;5.0;6.2;9000
fffe31003700390030003800;39449;Female;Service;Yes;3.0;4.0;5.9;5000
fffe32003400310031003800;39491;Male;Service;No;3.0;6.0;6.2;15000
fffe32003500340032003400;39719;Male;Service;No;4.0;7.0;5.8;11000
fffe32003600330033003700;39753;Female;Service;Yes;1.0;2.0;5.8;12000
fffe31003000340030003000;39637;Female;Service;Yes;2.0;4.0;6.5;2000
fffe33003300380036003600;39524;Female;Service;No;4.0;8.0;8.2;2000
fffe3300340033003000;39751;Female;Service;Yes;3.0;6.0;5.8;14000
fffe32003200390033003100;39475;Male;Service;Yes;2.0;5.0;5.2;8000
fffe31003100340032003800;39456;Male;Service;Yes;2.0;4.0;4.0;14000
fffe370033003300;39735;Male;Product;No;2.0;5.0;5.1;5000
fffe350031003800;39642;Male;Product;No;3.0;6.0;9.4;3000
fffe31003000380038003500;39678;Male;Service;Yes;2.0;4.0;5.4;12000
fffe3400300033003100;39455;Male;Product;No;2.0;4.0;7.8;4000
fffe3800300039003500;39794;Female;Product;Yes;3.0;6.0;5.2;14000
fffe3500300037003000;39748;Female;Service;Yes;3.0;5.0;4.3;7000
fffe33003400300035003300;39469;Male;Service;No;2.0;6.0;7.2;13000
fffe32003900310034003500;39636;Female;Service;Yes;1.0;4.0;5.9;12000
fffe31003800350031003400;39521;Male;Service;Yes;2.0;4.0;4.4;15000
fffe32003700320033003300;39654;Female;Product;No;3.0;7.0;8.5;14000
fffe3700330031003600;39521;Male;Product;No;3.0;7.0;7.6;3000
fffe3400320038003600;39669;Female;Service;Yes;1.0;3.0;7.0;15000
fffe3200370037003700;39705;Female;Service;Yes;2.0;5.0;6.9;13000
fffe31003500300039003900;39577;Male;Service;Yes;3.0;7.0;8.1;15000
fffe33003300360032003200;39571;Male;Product;No;4.0;9.0;10.0;11000
fffe3600340037003100;39766;Female;Service;No;2.0;5.0;6.3;14000
fffe32003500310030003400;39783;Female;Service;Yes;1.0;2.0;5.8;7000
fffe31003500310038003400;39457;Male;Product;No;3.0;6.0;7.4;13000
fffe32003300360036003600;39580;Male;Product;No;3.0;6.0;5.7;9000
fffe3600300031003200;39689;Male;Service;No;2.0;6.0;6.7;9000
fffe31003700390031003700;39688;Male;Service;No;4.0;8.0;8.2;11000
fffe32003500380039003600;39520;Male;Service;No;2.0;5.0;7.2;7000
fffe32003300320035003400;39751;Female;Service;Yes;1.0;2.0;2.4;5000
fffe31003100350034003200;39666;Female;Service;No;4.0;8.0;8.3;13000
fffe32003000320034003200;39650;Male;Service;Yes;1.0;4.0;5.6;4000
fffe33003200300034003700;39745;Female;Service;No;3.0;6.0;5.7;13000
fffe31003100370037003100;39579;Female;Service;Yes;3.0;5.0;6.7;8000
fffe32003300340037003700;39687;Female;Service;No;2.0;5.0;5.8;14000
fffe31003000370035003700;39666;Female;Service;Yes;1.0;1.0;0.1;14000
fffe3200360033003300;39677;Male;Service;Yes;3.0;5.0;5.7;15000
fffe3300300035003100;39699;Female;Service;Yes;1.0;3.0;6.4;10000
fffe31003400310034003400;39682;Female;Service;No;0.0;1.0;3.5;5000
fffe31003800360031003600;39768;Female;Service;No;2.0;3.0;3.9;3000
fffe3100340038003100;39484;Female;Service;No;2.0;6.0;7.2;3000
fffe3400340030003500;39472;Female;Product;Yes;2.0;5.0;5.8;11000
fffe33003200320036003700;39703;Male;Service;No;4.0;9.0;7.8;1000
fffe32003900390039003800;39528;Female;Service;Yes;1.0;1.0;4.1;15000
fffe3800340031003900;39682;Male;Service;No;1.0;3.0;4.8;15000
fffe31003000310037003700;39787;Male;Service;No;3.0;4.0;6.6;13000
fffe32003800350038003600;39550;Male;Service;No;3.0;7.0;6.4;11000
fffe33003300300039003800;39626;Female;Service;Yes;0.0;1.0;2.9;7000
fffe3800310036003600;39749;Male;Product;Yes;3.0;4.0;4.9;6000
fffe3800360031003900;39559;Male;Product;No;4.0;7.0;7.6;3000
fffe370034003800;39681;Male;Service;Yes;2.0;4.0;5.0;11000
fffe31003200380033003900;39755;Female;Service;Yes;2.0;5.0;6.7;12000
fffe33003000350036003900;39727;Female;Product;No;3.0;5.0;5.2;8000
fffe32003900360035003700;39681;Male;Product;No;1.0;2.0;2.6;7000
fffe32003800380035003800;39481;Male;Service;No;3.0;8.0;9.5;4000
fffe3500330038003700;39652;Female;Service;No;2.0;3.0;4.4;4000
fffe32003500370039003800;39493;Male;Product;Yes;1.0;2.0;6.2;2000
fffe3500340039003700;39740;Female;Service;Yes;1.0;2.0;5.8;13000
fffe31003000310031003500;39760;Female;Product;Yes;1.0;3.0;4.7;3000
fffe3600360030003400;39744;Male;Service;No;2.0;4.0;6.8;8000
fffe33003000330031003400;39545;Male;Product;No;4.0;7.0;7.1;10000
fffe36003500;39723;Male;Product;Yes;3.0;7.0;8.8;5000
fffe3300310039003900;39453;Male;Service;Yes;3.0;5.0;8.2;15000
fffe31003000320039003900;39487;Male;Service;No;1.0;3.0;3.7;11000
fffe32003700310030003200;39628;Female;Service;Yes;1.0;4.0;6.0;13000
fffe31003900330032003600;39719;Female;Product;Yes;2.0;4.0;7.0;2000
fffe32003800370031003600;39682;Female;Service;No;2.0;4.0;5.7;13000
fffe31003300340038003300;39503;Female;Service;Yes;2.0;5.0;5.6;4000
fffe31003700300039003400;39609;Female;Product;Yes;0.0;1.0;1.2;1000
fffe3200340039003600;39486;Female;Product;No;2.0;3.0;4.5;12000
fffe34003200;39649;Female;Service;Yes;3.0;4.0;6.5;7000
fffe3500390031003700;39483;Female;Service;No;2.0;6.0;7.7;4000
fffe31003400390039003200;39536;Female;Service;No;3.0;6.0;4.2;2000
fffe31003200320031003800;39780;Male;Service;Yes;2.0;4.0;6.0;6000
fffe31003900390037003200;39793;Female;Service;No;3.0;4.0;4.6;5000
fffe32003000380033003300;39769;Female;Service;Yes;1.0;2.0;4.6;2000
fffe31003600380034003300;39618;Female;Product;Yes;2.0;4.0;5.2;12000
fffe3200320033003700;39527;Female;Service;Yes;3.0;4.0;6.5;11000
fffe31003700320039003400;39519;Female;Service;Yes;3.0;7.0;9.0;13000
fffe3100370036003500;39737;Female;Service;Yes;2.0;4.0;6.4;3000
fffe3500360035003300;39508;Male;Service;No;2.0;6.0;5.9;4000
fffe31003600370038003400;39683;Male;Service;Yes;2.0;3.0;3.7;10000
fffe32003800350030003500;39560;Male;Product;Yes;3.0;5.0;6.5;13000
fffe3700330039003800;39529;Male;Service;No;3.0;6.0;6.6;4000
fffe33003100350031003700;39540;Male;Service;No;2.0;5.0;6.8;15000
fffe32003400320036003900;39537;Female;Service;Yes;2.0;3.0;6.0;6000
fffe32003900350039003300;39484;Female;Product;Yes;3.0;4.0;4.9;7000
fffe33003100350031003300;39796;Female;Product;No;3.0;6.0;6.0;7000
fffe31003700300031003600;39677;Male;Service;Yes;1.0;3.0;3.9;10000
fffe32003600320038003200;39580;Female;Product;No;3.0;6.0;5.7;10000
fffe3900350039003900;39569;Male;Service;Yes;4.0;8.0;8.2;2000
fffe3100330035003000;39735;Male;Product;No;1.0;1.0;3.9;7000
fffe31003100370032003900;39699;Male;Service;Yes;1.0;2.0;4.1;5000
fffe3600300033003500;39780;Male;Service;Yes;4.0;7.0;8.1;5000
fffe3400360030003900;39509;Male;Product;No;4.0;6.0;7.1;9000
fffe3200390035003800;39475;Female;Service;No;2.0;4.0;5.5;7000
fffe3800370033003800;39755;Male;Service;No;3.0;4.0;4.7;8000
fffe3600330030003000;39688;Male;Service;No;3.0;6.0;7.4;5000
fffe33003400320037003700;39711;Male;Service;No;3.0;5.0;7.0;1000
fffe3800330033003500;39648;Female;Service;Yes;2.0;4.0;6.0;1000
fffe3800330036003000;39811;Female;Service;Yes;3.0;5.0;5.7;10000
fffe32003200300037003000;39467;Male;Service;Yes;2.0;4.0;6.4;14000
fffe3400320034003800;39733;Female;Service;Yes;3.0;4.0;5.4;11000
fffe3100350039003900;39650;Female;Product;Yes;1.0;3.0;4.7;3000
fffe31003300310030003700;39582;Female;Service;No;2.0;3.0;5.9;8000
fffe33003100340032003300;39712;Female;Service;Yes;0.0;2.0;2.1;8000
fffe360038003100;39513;Female;Service;Yes;3.0;4.0;3.8;9000
fffe31003800310037003900;39808;Male;Service;Yes;3.0;7.0;7.4;4000
fffe32003600330037003700;39523;Male;Service;No;2.0;5.0;7.0;12000
fffe32003600390031003300;39570;Male;Service;Yes;4.0;7.0;7.8;10000
fffe3600370033003200;39715;Male;Product;Yes;3.0;4.0;6.0;14000
fffe32003600370030003500;39627;Female;Service;Yes;0.0;1.0;4.3;15000
fffe32003500380035003800;39459;Male;Service;Yes;1.0;3.0;3.8;10000
fffe32003300340032003700;39744;Female;Service;No;0.0;1.0;3.2;15000
fffe31003000350035003400;39653;Male;Service;Yes;1.0;3.0;4.4;5000
fffe32003900350037003100;39563;Female;Service;No;2.0;5.0;8.4;9000
fffe31003700370032003000;39667;Female;Service;Yes;3.0;5.0;6.5;7000
fffe31003500310036003600;39806;Female;Service;No;2.0;3.0;6.0;14000
fffe31003900390037003400;39617;Female;Service;Yes;4.0;8.0;7.4;2000
fffe32003400320038003200;39523;Female;Service;No;0.0;1.0;1.9;15000
fffe31003800330032003000;39650;Female;Product;Yes;2.0;5.0;4.5;7000
fffe32003300370034003700;39742;Female;Service;No;0.0;1.0;1.9;4000
fffe32003300310030003100;39453;Female;Product;Yes;3.0;6.0;6.9;15000
fffe31003500310038003200;39779;Male;Service;No;3.0;6.0;6.7;8000
fffe33003400360039003600;39582;Male;Service;Yes;3.0;7.0;7.9;5000
fffe33003200370030003500;39523;Male;Product;No;4.0;7.0;7.7;13000
fffe32003000380034003400;39617;Male;Service;Yes;2.0;3.0;3.2;5000
fffe3800300030003300;39519;Female;Service;No;4.0;9.0;8.3;2000
fffe32003100300032003800;39504;Male;Product;No;2.0;5.0;8.6;12000
fffe3800320032003100;39660;Female;Service;No;1.0;2.0;4.6;11000
fffe3900320031003300;39522;Male;Service;No;2.0;3.0;4.2;4000
fffe32003800360038003300;39632;Male;Service;Yes;0.0;1.0;0.7;14000
fffe33003400370031003300;39663;Male;Service;Yes;2.0;5.0;8.0;7000
fffe3100330033003200;39720;Male;Service;No;3.0;4.0;4.9;8000
fffe31003000300037003500;39809;Male;Product;Yes;3.0;6.0;7.4;10000
fffe32003000310034003200;39573;Male;Service;No;2.0;5.0;7.0;8000
fffe330039003500;39787;Male;Service;Yes;1.0;3.0;3.4;2000
fffe31003900370031003100;39779;Female;Service;Yes;3.0;4.0;4.2;6000
fffe3900360033003400;39464;Female;Service;Yes;3.0;4.0;5.8;5000
fffe32003600300032003500;39790;Male;Service;Yes;2.0;3.0;6.5;2000
fffe33003000320039003300;39528;Female;Product;No;1.0;3.0;5.9;14000
fffe33003000340037003700;39569;Female;Product;No;0.0;1.0;1.1;5000
fffe31003500340038003700;39799;Female;Product;Yes;2.0;3.0;6.7;11000
fffe3100380031003300;39701;Female;Service;Yes;1.0;1.0;2.1;6000
fffe31003300380030003900;39704;Male;Product;No;0.0;1.0;3.5;1000
fffe3400300038003900;39651;Female;Service;No;2.0;5.0;7.0;11000
fffe32003700370038003100;39547;Male;Service;No;3.0;7.0;7.1;9000
fffe32003100370035003200;39477;Female;Product;Yes;2.0;5.0;5.3;13000
fffe3600310030003900;39615;Male;Service;No;3.0;8.0;8.2;11000
fffe31003900370036003200;39494;Male;Product;Yes;2.0;4.0;5.3;14000
fffe32003100300030003000;39550;Male;Service;Yes;1.0;4.0;6.9;11000
fffe3800360037003300;39504;Male;Service;Yes;2.0;3.0;5.0;12000
fffe32003600330035003100;39480;Female;Service;No;2.0;5.0;4.8;9000
fffe32003700310038003800;39619;Female;Product;Yes;2.0;5.0;6.3;12000
fffe31003700340036003200;39461;Female;Service;Yes;2.0;4.0;5.7;12000
fffe3900320038003500;39566;Female;Product;Yes;3.0;5.0;5.4;2000
fffe3300350030003400;39642;Male;Service;No;3.0;5.0;7.9;6000
fffe32003800370030003100;39482;Male;Product;Yes;0.0;1.0;2.6;12000
fffe32003800330035003800;39799;Male;Service;No;4.0;8.0;8.6;1000
fffe31003700350039003700;39449;Female;Product;No;1.0;2.0;4.4;12000
fffe31003300380034003800;39487;Male;Service;No;3.0;5.0;7.9;9000
fffe31003900330036003200;39494;Female;Product;No;2.0;5.0;6.0;6000
fffe31003000360033003500;39753;Female;Product;No;4.0;9.0;8.0;7000
fffe33003200380039003700;39639;Male;Service;Yes;2.0;4.0;4.0;6000
fffe32003600390035003800;39512;Female;Service;No;2.0;4.0;4.3;8000
fffe3200370036003900;39793;Male;Service;Yes;2.0;3.0;2.6;1000
fffe3700310032003600;39603;Female;Service;Yes;3.0;5.0;5.1;15000
fffe3600340032003500;39565;Male;Service;Yes;2.0;3.0;3.3;2000
fffe3100350030003000;39589;Female;Service;No;3.0;6.0;7.4;10000
fffe32003300380033003500;39643;Male;Service;No;3.0;5.0;8.0;2000
fffe3600320032003400;39625;Male;Service;No;3.0;5.0;6.7;13000
fffe32003000390030003000;39562;Male;Product;No;2.0;5.0;7.9;15000
fffe32003200320036003400;39759;Female;Service;Yes;2.0;4.0;4.7;4000
fffe3600350032003600;39811;Male;Product;Yes;2.0;5.0;4.5;11000
fffe31003300310037003500;39707;Female;Service;No;1.0;2.0;6.0;15000
fffe31003100380033003400;39684;Female;Service;No;5.0;10.0;10.0;3000
fffe3800300038003900;39511;Female;Product;No;3.0;6.0;8.3;5000
fffe32003300310038003400;39689;Female;Product;No;5.0;10.0;8.9;1000
fffe3100320034003300;39524;Female;Service;Yes;2.0;5.0;5.9;3000
fffe3700310031003900;39524;Male;Service;Yes;3.0;6.0;6.1;11000
fffe3100370034003200;39724;Female;Service;No;3.0;5.0;7.3;4000
fffe33003400310033003000;39752;Female;Service;Yes;2.0;4.0;5.4;6000
fffe3700380037003200;39651;Female;Service;No;1.0;2.0;4.0;12000
fffe32003200360039003300;39781;Male;Service;Yes;2.0;4.0;7.7;14000
fffe3100360035003200;39680;Female;Service;No;1.0;3.0;3.4;11000
fffe3300320036003400;39751;Female;Service;Yes;3.0;5.0;5.3;8000
fffe3300390036003900;39629;Female;Service;Yes;3.0;5.0;5.2;7000
fffe31003000350031003200;39706;Female;Service;Yes;2.0;6.0;7.5;4000
fffe32003900350031003800;39554;Female;Product;No;3.0;6.0;6.4;3000
fffe32003900300034003500;39731;Male;Service;No;3.0;7.0;7.6;14000
fffe32003700310032003200;39690;Female;Product;No;2.0;4.0;4.4;7000
fffe3900310031003700;39479;Female;Service;No;2.0;3.0;3.9;12000
fffe32003200350030003300;39702;Female;Service;No;2.0;5.0;5.6;5000
fffe33003300320032003500;39692;Female;Product;Yes;1.0;3.0;3.5;14000
fffe3700360038003500;39556;Female;Product;No;1.0;3.0;6.1;3000
fffe3700300035003800;39471;Female;Service;No;1.0;2.0;3.3;7000
fffe3400390039003500;39808;Female;Product;No;2.0;3.0;5.9;6000
fffe31003200330030003700;39512;Female;Service;Yes;2.0;4.0;5.1;9000
fffe31003200310030003200;39738;Female;Service;No;3.0;5.0;5.9;9000
fffe360036003900;39594;Male;Product;Yes;3.0;6.0;5.3;7000
fffe33003400380032003400;39612;Male;Product;No;3.0;7.0;6.1;10000
fffe31003200340031003100;39731;Male;Product;No;3.0;8.0;10.0;12000
fffe32003400320037003800;39552;Female;Product;Yes;2.0;4.0;6.7;10000
fffe310031003200;39771;Male;Service;No;3.0;4.0;4.3;10000
fffe32003100320037003800;39503;Male;Service;Yes;0.0;1.0;1.8;8000
fffe3800370039003900;39538;Female;Service;Yes;3.0;5.0;6.3;7000
fffe3300300038003700;39632;Female;Service;Yes;2.0;2.0;4.4;1000
fffe32003800380031003000;39633;Female;Service;Yes;1.0;1.0;1.6;13000
fffe32003900310035003700;39801;Female;Service;Yes;2.0;3.0;5.6;9000
fffe3300300035003900;39487;Female;Service;No;3.0;5.0;8.4;8000
fffe31003100340031003000;39731;Female;Service;No;2.0;6.0;7.4;3000
fffe31003900360036003200;39792;Female;Product;Yes;2.0;5.0;6.6;2000
fffe32003700340030003100;39653;Female;Service;No;4.0;7.0;8.2;14000
fffe3100330038003700;39806;Female;Product;Yes;1.0;4.0;3.7;14000
fffe31003700340037003500;39456;Female;Service;Yes;2.0;5.0;4.9;3000
fffe31003600310039003700;39476;Male;Service;No;2.0;5.0;6.7;4000
fffe31003300300034003800;39765;Female;Service;Yes;1.0;3.0;3.0;10000
fffe32003800310037003200;39621;Male;Service;No;2.0;5.0;6.3;2000
fffe3200370035003400;39769;Male;Product;No;2.0;6.0;8.8;11000
fffe3500340034003000;39599;Female;Service;No;2.0;3.0;5.7;3000
fffe31003500380035003300;39686;Male;Service;No;4.0;6.0;7.7;2000
fffe3300380030003100;39564;Male;Service;No;3.0;8.0;9.2;7000
fffe32003200360038003200;39625;Female;Service;No;0.0;1.0;3.9;10000
fffe3300380035003800;39772;Female;Service;Yes;3.0;6.0;5.4;10000
fffe31003900300037003400;39451;Male;Service;No;1.0;3.0;5.5;15000
fffe31003500370030003600;39682;Female;Product;No;3.0;5.0;7.1;9000
fffe3900380032003500;39807;Female;Service;No;4.0;8.0;8.3;14000
fffe3300300030003200;39766;Male;Service;Yes;3.0;7.0;8.9;1000
fffe3900320037003500;39741;Female;Product;Yes;2.0;4.0;5.7;8000
fffe31003900340035003600;39775;Female;Product;No;1.0;1.0;0.0;6000
fffe31003700320034003700;39639;Female;Service;Yes;2.0;5.0;7.2;10000
fffe31003900330035003500;39455;Female;Service;No;1.0;4.0;5.6;14000
fffe3200300035003500;39584;Male;Product;No;4.0;8.0;7.4;11000
fffe32003900390039003500;39762;Male;Service;Yes;2.0;6.0;7.3;10000
fffe31003500360032003300;39744;Female;Service;Yes;3.0;6.0;7.6;14000
fffe330034003600;39497;Male;Service;Yes;0.0;1.0;2.6;4000
fffe32003800380032003000;39640;Male;Service;No;4.0;6.0;7.7;8000
fffe33003100300038003700;39694;Female;Product;No;3.0;6.0;6.9;10000
fffe31003900380031003000;39795;Male;Product;Yes;4.0;6.0;6.5;14000
fffe31003700310031003200;39627;Male;Service;Yes;3.0;6.0;6.6;7000
fffe3200380037003100;39449;Male;Product;No;2.0;4.0;6.1;2000
fffe31003700340033003700;39594;Male;Service;No;2.0;5.0;6.2;10000
fffe31003200360038003900;39672;Male;Product;No;2.0;4.0;5.6;6000
fffe32003500390038003300;39627;Male;Service;Yes;1.0;1.0;3.9;3000
fffe32003600350034003300;39528;Male;Product;Yes;2.0;3.0;7.2;5000
fffe31003600380031003300;39526;Female;Service;Yes;2.0;5.0;7.0;5000
fffe33003400330035003600;39517;Female;Service;No;3.0;7.0;7.6;6000
fffe33003200340035003600;39567;Male;Service;Yes;2.0;3.0;4.4;4000
fffe33003100320031003600;39596;Female;Service;No;2.0;3.0;6.3;1000
fffe31003100360035003200;39625;Female;Service;Yes;1.0;1.0;4.5;6000
fffe3800370034003000;39450;Female;Service;Yes;1.0;2.0;4.0;1000
fffe3100370035003500;39659;Female;Service;No;1.0;3.0;6.1;1000
fffe31003900330038003700;39456;Female;Service;No;3.0;7.0;7.2;1000
fffe32003100340030003200;39811;Male;Product;Yes;4.0;8.0;8.6;13000
fffe32003100360036003800;39803;Female;Service;No;2.0;4.0;4.0;7000
fffe33003200390035003700;39759;Male;Product;Yes;5.0;8.0;8.8;5000
fffe33003200370037003400;39539;Female;Product;Yes;0.0;1.0;2.5;2000
fffe3600360036003600;39747;Female;Service;Yes;2.0;2.0;2.8;9000
fffe33003200390039003000;39760;Male;Service;No;4.0;6.0;7.1;11000
fffe3800330033003200;39774;Female;Service;Yes;2.0;2.0;3.0;15000
fffe31003600330037003700;39699;Female;Service;No;3.0;6.0;5.5;8000
fffe33003000330035003900;39479;Male;Product;Yes;1.0;2.0;5.5;15000
fffe31003600380037003800;39492;Female;Service;Yes;1.0;4.0;5.9;7000
fffe3100370030003100;39471;Male;Service;No;2.0;4.0;5.5;11000
fffe33003400330037003900;39580;Female;Service;No;3.0;6.0;8.1;13000
fffe31003100310032003200;39668;Male;Product;Yes;1.0;2.0;5.0;12000
fffe31003300380032003700;39738;Male;Product;Yes;2.0;3.0;4.0;15000
fffe3700310030003100;39512;Male;Service;Yes;0.0;1.0;4.5;12000
fffe32003800340034003800;39573;Male;Product;Yes;2.0;3.0;5.3;12000
fffe33003000310035003000;39631;Male;Service;No;1.0;4.0;4.9;13000
fffe3400320033003000;39649;Male;Service;Yes;4.0;7.0;7.1;7000
fffe31003900390036003800;39780;Male;Service;Yes;2.0;4.0;2.9;6000
fffe33003100300034003400;39517;Male;Service;Yes;1.0;4.0;5.4;4000
fffe31003900320031003800;39540;Female;Product;Yes;2.0;5.0;7.0;4000
fffe31003800350039003200;39748;Female;Service;Yes;2.0;4.0;5.1;11000
fffe3800370030003000;39539;Female;Service;Yes;2.0;5.0;4.8;10000
fffe33003400380034003000;39804;Male;Service;Yes;5.0;9.0;9.0;5000
fffe32003400310037003500;39642;Male;Service;No;1.0;5.0;7.4;14000
fffe3600350033003000;39559;Female;Service;Yes;2.0;4.0;4.4;4000
fffe31003400300038003300;39515;Female;Service;Yes;2.0;2.0;3.3;6000
fffe32003800340037003200;39799;Female;Service;Yes;1.0;4.0;5.4;12000
fffe3500300032003400;39466;Female;Service;Yes;3.0;4.0;5.3;10000
fffe32003200310037003200;39759;Female;Product;No;2.0;5.0;8.1;11000
fffe33003200330035003200;39664;Male;Service;No;2.0;5.0;4.0;11000
fffe3400370034003100;39673;Female;Service;No;2.0;3.0;5.1;13000
fffe31003600300037003800;39502;Female;Product;No;2.0;5.0;7.1;14000
fffe3100370034003300;39682;Male;Service;Yes;3.0;9.0;9.5;4000
fffe33003100300033003800;39515;Male;Product;No;4.0;6.0;6.6;15000
fffe31003900330033003300;39448;Female;Product;No;3.0;8.0;8.3;13000
fffe31003600370031003300;39557;Male;Product;No;3.0;8.0;8.7;5000
fffe32003100320038003600;39513;Male;Product;Yes;1.0;3.0;5.2;4000
fffe31003000320031003300;39806;Female;Service;No;2.0;4.0;3.8;3000
fffe3100320032003100;39495;Female;Service;No;4.0;8.0;6.7;6000
fffe31003100300032003000;39566;Male;Service;No;2.0;4.0;4.7;3000
fffe32003300370032003100;39535;Female;Service;No;3.0;7.0;7.7;12000
fffe3200330033003700;39625;Male;Service;Yes;2.0;4.0;6.8;6000
fffe33003000390037003400;39750;Female;Product;Yes;2.0;4.0;4.6;13000
fffe3700370032003000;39721;Male;Product;Yes;1.0;3.0;4.5;15000
fffe31003400330038003600;39802;Female;Product;No;5.0;8.0;9.0;15000
fffe31003900340035003000;39615;Male;Service;Yes;2.0;5.0;6.3;11000
fffe32003100320038003300;39606;Male;Service;Yes;1.0;1.0;0.8;4000
fffe32003200330033003600;39651;Female;Product;No;4.0;7.0;6.7;5000
fffe33003100310036003300;39596;Male;Service;No;2.0;5.0;7.3;10000
fffe33003200330034003400;39519;Female;Service;No;1.0;4.0;6.8;14000
